ASAS14lp 0.0051 191.2879 -0.4590
filter B
 57010.341 12.939 0.014
 57011.341 12.892 0.014
 57012.342 12.863 0.014
 57013.339 12.890 0.014
 57014.336 12.923 0.022
 57018.315 13.108 0.016
 57019.310 13.169 0.018
 57020.308 13.246 0.020
 57021.309 13.311 0.019
 57022.372 13.436 0.019
 57023.373 13.541 0.017
 57024.371 13.660 0.016
 57025.325 13.719 0.016
 57026.361 13.892 0.023
 57027.365 14.005 0.031
 57028.366 14.140 0.022
 57029.284 14.260 0.017
 57030.329 14.425 0.018
 57031.305 14.581 0.017
 57032.275 14.715 0.018
 57036.326 15.306 0.027
 57037.313 15.463 0.026
 57038.325 15.586 0.028
 57039.343 15.710 0.030
 57040.336 15.768 0.027
 57041.350 15.894 0.026
 57042.351 15.940 0.028
 57043.275 16.003 0.024
 57044.278 16.076 0.021
 57045.246 16.144 0.025
 57046.248 16.183 0.022
 57047.236 16.256 0.025
 57048.269 16.309 0.025
 57049.246 16.326 0.021
 57055.346 16.475 0.024
 57056.363 16.585 0.025
 57057.280 16.587 0.025
 57058.268 16.612 0.027
 57059.272 16.627 0.023
 57064.302 16.652 0.027
 57065.342 16.631 0.027
 57066.331 16.632 0.025
 57067.328 16.650 0.028
 57068.296 16.653 0.031
 57069.307 16.647 0.029
 57075.273 16.732 0.027
 57079.319 16.773 0.032
 57082.262 16.861 0.031
 57084.201 16.920 0.026
 57086.198 16.939 0.027
 57091.222 17.012 0.027
 57093.237 17.005 0.033
 57095.255 17.040 0.035
 57097.274 17.062 0.040
 57099.190 17.110 0.034
 57101.242 17.127 0.024
 57104.212 17.244 0.037
 57109.238 17.286 0.038
 57111.225 17.320 0.040
 57120.124 17.543 0.038
 57127.179 17.642 0.054
 57136.243 17.768 0.048
 57153.130 18.095 0.057
 57160.203 18.145 0.050
 57176.107 18.451 0.095
filter V
 57001.343 14.361 0.012
 57002.343 13.850 0.012
 57002.344 13.852 0.011
 57003.366 13.425 0.013
 57004.324 13.164 0.011
 57005.342 12.876 0.008
 57009.348 12.265 0.013
 57010.342 12.195 0.009
 57011.342 12.130 0.009
 57012.337 12.100 0.011
 57013.340 12.060 0.009
 57014.331 11.992 0.014
 57018.317 12.016 0.009
 57019.311 12.002 0.011
 57020.310 12.026 0.014
 57021.310 12.036 0.012
 57022.369 12.126 0.011
 57023.374 12.166 0.011
 57024.372 12.178 0.010
 57025.326 12.251 0.010
 57026.358 12.255 0.015
 57027.366 12.406 0.018
 57028.362 12.396 0.018
 57029.287 12.510 0.009
 57030.323 12.641 0.015
 57031.299 12.613 0.009
 57032.270 12.687 0.010
 57036.323 12.860 0.014
 57037.308 12.809 0.020
 57038.326 12.960 0.016
 57039.341 12.970 0.018
 57040.337 13.090 0.010
 57041.351 13.138 0.012
 57042.347 13.174 0.017
 57043.276 13.238 0.013
 57044.279 13.322 0.010
 57045.247 13.329 0.018
 57046.243 13.453 0.014
 57047.232 13.502 0.012
 57048.271 13.581 0.017
 57049.247 13.648 0.015
 57055.349 13.949 0.009
 57056.358 13.975 0.011
 57057.276 13.969 0.017
 57058.271 14.043 0.010
 57059.275 14.076 0.011
 57064.304 14.195 0.010
 57065.338 14.191 0.015
 57066.333 14.272 0.011
 57067.330 14.274 0.013
 57068.292 14.284 0.015
 57069.309 14.360 0.011
 57075.277 14.515 0.010
 57079.314 14.589 0.013
 57082.264 14.679 0.014
 57084.196 14.697 0.016
 57086.201 14.764 0.009
 57091.214 14.892 0.011
 57093.241 14.929 0.016
 57095.246 14.937 0.015
 57097.266 15.021 0.018
 57099.181 15.069 0.016
 57101.233 15.116 0.010
 57104.203 15.142 0.020
 57109.244 15.264 0.013
 57111.217 15.335 0.016
 57113.192 15.384 0.016
 57120.129 15.515 0.019
 57127.184 15.666 0.017
 57136.246 15.843 0.013
 57153.122 16.137 0.018
 57160.207 16.287 0.013
 57176.111 16.555 0.019
 57179.127 16.580 0.017
 57182.074 16.667 0.017
filter Y
 57002.342 13.797 0.022
 57003.336 13.410 0.022
 57004.344 13.057 0.025
 57005.366 12.831 0.022
 57021.313 13.111 0.022
 57022.320 13.174 0.022
 57023.320 13.207 0.022
 57024.351 13.228 0.022
 57024.365 13.232 0.022
 57029.333 13.144 0.022
 57030.369 13.134 0.022
 57031.367 13.056 0.022
 57032.313 13.009 0.022
 57050.292 12.197 0.026
 57053.380 12.357 0.025
 57060.292 12.727 0.025
 57061.316 12.781 0.025
 57064.296 12.966 0.025
 57086.281 14.228 0.025
 57087.316 14.291 0.026
 57089.276 14.394 0.026
 57092.188 14.533 0.026
 57093.226 14.740 0.029
 57095.190 14.785 0.026
 57109.238 15.530 0.025
 57114.120 15.716 0.026
 57120.219 15.989 0.031
 57137.209 16.806 0.029
filter Jd
 57002.357 13.632 0.016
 57003.350 13.273 0.016
 57005.348 12.726 0.015
 57021.332 12.895 0.017
 57022.307 12.895 0.015
 57023.333 13.061 0.015
 57050.300 13.263 0.018
 57053.388 13.498 0.017
 57060.305 14.091 0.018
 57061.326 14.161 0.018
 57064.304 14.376 0.017
 57089.287 15.905 0.024
 57093.217 16.163 0.025
 57095.184 16.335 0.159
