SN2011iy 0.0043 197.2432 -15.5178
filter B
 55909.360 14.586 0.013
 55910.360 14.720 0.013
 55912.330 14.943 0.011
 55916.360 15.405 0.014
 55917.360 15.475 0.013
 55922.350 15.972 0.011
 55923.340 16.035 0.012
 55924.340 16.135 0.011
 55925.360 16.202 0.010
 55926.330 16.275 0.010
 55927.360 16.335 0.013
 55931.350 16.531 0.025
 55933.360 16.594 0.013
 55935.340 16.620 0.023
 55937.350 16.685 0.011
 55938.370 16.733 0.013
 55939.350 16.736 0.011
 55940.330 16.746 0.012
 55941.350 16.774 0.013
 55942.350 16.772 0.010
 55944.280 16.782 0.011
 55949.290 16.871 0.011
 55955.360 16.947 0.014
 55958.380 16.993 0.013
 55961.350 17.037 0.011
 55962.210 17.030 0.014
 55962.240 17.031 0.013
 55964.300 17.072 0.013
 55966.320 17.105 0.014
 55967.360 17.120 0.014
 55971.250 17.183 0.015
 55974.360 17.239 0.017
 55985.340 17.438 0.013
 55987.380 17.470 0.012
 55988.400 17.444 0.017
 55991.290 17.537 0.015
 55994.230 17.581 0.017
 55996.300 17.627 0.018
 55999.330 17.706 0.015
 56001.240 17.766 0.015
 56003.300 17.808 0.014
 56006.280 17.874 0.017
 56008.220 17.900 0.014
 56012.360 17.975 0.017
 56019.280 18.130 0.017
 56023.160 18.181 0.026
 56032.210 18.418 0.029
 56037.210 18.508 0.021
 56047.190 18.737 0.019
 56056.260 18.962 0.043
filter V
 55909.350 12.659 0.008
 55910.360 12.716 0.009
 55916.360 13.017 0.009
 55917.350 13.027 0.006
 55924.360 13.424 0.010
 55925.370 13.506 0.008
 55927.340 13.649 0.009
 55929.370 13.814 0.010
 55931.350 13.945 0.008
 55932.360 13.965 0.009
 55933.370 14.020 0.007
 55935.350 14.064 0.008
 55937.330 14.152 0.009
 55937.330 14.150 0.006
 55938.350 14.159 0.009
 55939.340 14.182 0.008
 55940.320 14.236 0.009
 55941.340 14.271 0.008
 55942.330 14.296 0.006
 55944.290 14.328 0.006
 55949.300 14.484 0.006
 55955.380 14.649 0.009
 55962.230 14.820 0.005
 55964.300 14.877 0.007
 55966.350 14.922 0.004
 55967.380 14.964 0.011
 55971.260 15.058 0.009
 55974.340 15.128 0.009
 55979.360 15.242 0.009
 55985.320 15.386 0.007
 55987.350 15.453 0.016
 55987.350 15.421 0.010
 55988.380 15.447 0.010
 55991.310 15.514 0.010
 55994.240 15.598 0.009
 55996.310 15.638 0.011
 55999.340 15.692 0.010
 56001.270 15.736 0.011
 56003.320 15.794 0.006
 56006.310 15.834 0.010
 56008.210 15.889 0.009
 56012.320 15.976 0.010
 56019.290 16.113 0.009
 56023.140 16.191 0.011
 56032.190 16.339 0.012
 56037.180 16.449 0.011
 56047.220 16.628 0.007
 56056.280 16.794 0.009
filter Y
 55909.353 13.542 0.020
 55910.340 13.456 0.020
 55933.333 12.769 0.020
 56029.178 16.863 0.022
filter Jrc2
 55909.356 14.301 0.014
 55909.356 14.301 0.014
 55910.337 14.313 0.014
 55933.339 14.070 0.014
 56029.194 18.414 0.045
