SN2012hd 0.0119 18.5311 -32.6521
filter B
 56257.084 15.572 0.010
 56258.080 15.407 0.011
 56259.072 15.256 0.007
 56261.091 15.065 0.007
 56262.085 15.003 0.008
 56263.090 14.956 0.013
 56264.096 14.902 0.010
 56266.068 14.872 0.008
 56267.083 14.888 0.010
 56268.082 14.876 0.008
 56269.113 14.890 0.011
 56270.096 14.931 0.011
 56271.111 14.929 0.010
 56272.102 14.963 0.013
 56273.073 15.034 0.014
 56274.063 15.076 0.009
 56275.097 15.141 0.015
 56276.052 15.197 0.009
 56277.102 15.252 0.013
 56278.079 15.348 0.011
 56280.064 15.488 0.010
 56284.070 15.747 0.013
 56286.028 15.885 0.009
 56292.062 16.298 0.011
 56293.054 16.387 0.013
 56294.059 16.421 0.012
 56295.058 16.552 0.014
 56298.048 16.736 0.013
 56299.084 16.774 0.013
 56304.072 16.956 0.017
 56307.080 17.104 0.015
 56311.054 17.197 0.016
 56312.045 17.235 0.017
 56315.059 17.334 0.016
 56318.050 17.355 0.016
 56320.052 17.478 0.021
 56325.037 17.569 0.021
 56328.047 17.750 0.025
 56336.031 17.930 0.024
filter Y
 56253.103 16.278 0.017
 56254.129 16.026 0.014
 56258.011 15.293 0.014
 56259.056 15.173 0.014
 56264.048 15.186 0.014
 56265.082 15.234 0.014
 56266.085 15.368 0.014
 56285.025 15.290 0.014
 56289.129 15.111 0.014
 56294.053 15.020 0.014
 56296.091 15.047 0.014
 56318.024 16.321 0.014
filter Jrc2
 56253.137 16.175 0.017
 56254.156 15.898 0.017
 56258.034 15.164 0.017
 56259.079 15.187 0.023
 56264.071 15.028 0.017
 56265.064 15.120 0.017
 56266.067 15.130 0.017
 56285.047 16.277 0.017
 56289.122 16.097 0.017
 56294.077 15.966 0.017
 56318.059 17.795 0.023
