ASAS14mw 0.0274 25.3548 -65.6170
filter B
 57047.078 17.487 0.015
 57048.077 17.542 0.017
 57049.100 17.462 0.015
 57056.073 17.316 0.015
 57057.091 17.230 0.011
 57058.089 17.271 0.016
 57059.088 17.257 0.017
 57060.105 17.248 0.009
 57064.083 17.417 0.011
 57065.029 17.482 0.010
 57066.037 17.575 0.011
 57067.064 17.600 0.013
 57068.048 17.741 0.011
 57069.029 17.782 0.010
filter H
 57024.128 16.787 0.024
 57029.090 16.998 0.025
 57031.108 17.157 0.041
 57032.056 17.227 0.038
 57051.071 17.172 0.023
filter r
 57022.164 16.349 0.013
 57024.133 16.170 0.013
 57025.089 16.088 0.012
 57026.113 16.050 0.013
 57027.128 16.001 0.016
 57029.122 15.957 0.010
 57030.140 15.972 0.010
 57031.136 15.981 0.009
 57032.099 15.980 0.010
 57033.149 15.998 0.009
 57034.166 16.039 0.010
 57035.102 16.088 0.011
 57036.096 16.131 0.010
 57037.110 16.176 0.010
 57038.110 16.229 0.010
 57039.175 16.309 0.010
 57040.109 16.384 0.009
 57041.102 16.449 0.011
 57042.091 16.537 0.011
 57044.113 16.631 0.010
 57045.092 16.671 0.012
 57046.089 16.703 0.011
 57047.075 16.726 0.012
 57048.073 16.742 0.013
 57049.096 16.755 0.014
 57056.075 16.866 0.011
 57057.088 16.907 0.013
 57058.088 16.911 0.011
 57059.083 16.998 0.017
 57060.100 16.993 0.010
 57064.079 17.235 0.010
 57065.024 17.305 0.008
 57066.035 17.357 0.007
 57067.059 17.440 0.008
 57068.045 17.486 0.008
 57069.024 17.541 0.009
filter u
 57022.167 16.584 0.017
 57024.137 16.413 0.019
 57025.091 16.379 0.020
 57026.115 16.328 0.018
 57027.130 16.285 0.025
 57028.132 16.443 0.059
 57029.125 16.392 0.017
 57030.143 16.453 0.016
 57031.139 16.538 0.020
 57032.104 16.612 0.015
 57033.153 16.692 0.015
 57034.172 16.784 0.014
 57035.106 16.860 0.012
 57036.101 16.940 0.013
 57037.114 17.052 0.015
 57038.112 17.150 0.014
 57039.178 17.219 0.016
 57040.112 17.354 0.020
 57041.107 17.483 0.017
 57042.094 17.625 0.018
 57044.117 17.829 0.026
 57045.098 18.032 0.024
 57046.095 18.151 0.019
 57047.080 18.290 0.021
 57048.093 18.387 0.024
 57049.104 18.532 0.021
filter V
 57022.161 16.326 0.014
 57024.139 16.142 0.014
 57025.087 16.035 0.013
 57026.110 15.980 0.014
 57027.125 15.951 0.018
 57028.136 15.976 0.016
 57029.120 15.929 0.013
 57030.139 15.913 0.011
 57031.142 15.936 0.009
 57032.098 15.957 0.010
 57033.144 15.998 0.010
 57034.165 15.982 0.010
 57035.100 16.047 0.012
 57036.103 16.053 0.010
 57037.116 16.116 0.013
 57038.114 16.160 0.010
 57039.173 16.225 0.012
 57040.114 16.257 0.011
 57041.100 16.318 0.011
 57042.089 16.397 0.011
 57044.119 16.514 0.011
 57045.101 16.570 0.013
 57046.098 16.598 0.013
 57047.083 16.660 0.014
 57048.098 16.714 0.014
 57049.109 16.756 0.016
 57056.084 17.160 0.027
 57056.085 17.105 0.028
 57056.086 17.220 0.042
 57057.102 17.270 0.020
 57058.085 17.288 0.019
 57059.090 17.373 0.014
 57060.108 17.430 0.013
 57064.086 17.652 0.011
 57065.032 17.740 0.011
 57066.029 17.772 0.011
 57067.067 17.837 0.013
 57068.040 17.901 0.010
 57069.035 17.940 0.011
filter Y
 57024.125 16.642 0.016
 57029.084 16.914 0.016
 57031.102 17.116 0.018
 57032.041 17.198 0.018
 57051.048 17.201 0.015
filter Jrc2
 57024.136 16.558 0.015
 57029.079 16.706 0.014
 57031.082 16.889 0.017
 57032.062 16.958 0.017
 57051.083 18.229 0.023
