PTF14w 0.0189 180.8804 2.0428
filter B
 56680.351 16.606 0.014
 56681.340 16.619 0.010
 56682.331 16.667 0.008
 56684.335 16.699 0.006
 56685.264 16.728 0.009
 56686.333 16.756 0.007
 56687.288 16.781 0.006
 56689.291 16.888 0.008
 56690.294 16.970 0.010
 56694.221 17.347 0.010
 56696.353 17.518 0.012
 56698.303 17.641 0.010
 56699.202 17.707 0.014
 56701.232 17.794 0.014
 56703.327 17.925 0.028
 56708.235 18.104 0.019
 56709.288 18.124 0.017
 56710.284 18.166 0.015
 56711.307 18.217 0.014
 56712.385 18.248 0.013
 56713.362 18.298 0.015
 56720.303 18.527 0.017
 56725.258 18.712 0.014
 56735.284 19.046 0.048
 56735.288 19.052 0.046
 56735.338 19.117 0.088
 56735.339 18.959 0.084
 56735.340 19.185 0.111
 56735.343 19.038 0.091
 56742.223 19.335 0.020
 56752.100 19.683 0.024
 56758.198 19.787 0.055
 56765.215 20.146 0.042
 56795.033 21.032 0.043
filter u
 56663.323 17.155 0.013
 56664.345 17.009 0.012
 56665.321 16.900 0.011
 56666.340 16.834 0.011
 56667.301 16.835 0.010
 56668.308 16.855 0.011
 56669.321 16.919 0.010
 56670.343 16.996 0.014
 56671.306 17.082 0.016
 56672.336 17.153 0.016
 56673.355 17.335 0.020
 56675.365 17.488 0.021
 56677.316 17.843 0.025
 56680.355 18.307 0.022
 56681.344 18.463 0.020
 56682.336 18.597 0.019
 56684.339 18.965 0.020
 56685.268 19.074 0.026
 56686.338 19.223 0.030
 56687.297 19.341 0.034
 56689.296 19.502 0.032
 56690.299 19.574 0.032
 56694.226 19.951 0.039
 56696.360 20.077 0.039
 56696.367 20.038 0.047
 56698.309 20.177 0.049
 56699.209 19.928 0.112
 56701.237 20.155 0.076
 56708.241 20.485 0.102
 56709.294 20.421 0.090
 56709.299 20.307 0.096
 56710.293 20.408 0.057
 56710.301 20.619 0.069
 56711.314 20.520 0.062
 56711.322 20.575 0.065
 56712.392 20.471 0.079
 56713.370 20.589 0.065
 56720.310 20.673 0.044
 56725.266 20.889 0.051
 56742.231 21.260 0.073
 56752.112 21.734 0.153
filter V
 56663.311 16.660 0.009
 56664.338 16.484 0.006
 56665.311 16.368 0.005
 56666.326 16.242 0.011
 56667.305 16.196 0.006
 56668.311 16.147 0.009
 56669.309 16.113 0.006
 56670.345 16.116 0.012
 56671.308 16.119 0.010
 56672.342 16.111 0.008
 56673.348 16.132 0.009
 56675.358 16.203 0.012
 56677.308 16.347 0.011
 56680.359 16.547 0.014
 56681.348 16.643 0.010
 56682.327 16.709 0.008
 56684.346 16.861 0.007
 56685.272 16.950 0.009
 56686.328 17.035 0.008
 56687.284 17.096 0.008
 56689.304 17.274 0.011
 56690.290 17.366 0.010
 56694.213 17.750 0.012
 56696.350 17.897 0.014
 56698.315 18.025 0.013
 56699.212 18.078 0.023
 56701.228 18.164 0.024
 56703.334 18.232 0.050
 56708.249 18.390 0.022
 56709.302 18.476 0.023
 56710.305 18.459 0.019
 56711.327 18.474 0.019
 56712.397 18.516 0.025
 56713.374 18.581 0.020
 56720.297 18.737 0.021
 56725.273 18.881 0.018
 56742.237 19.312 0.022
 56752.119 19.526 0.028
 56758.191 19.661 0.051
 56765.198 19.821 0.037
 56795.050 20.514 0.031
filter Y
 56666.299 16.348 0.042
 56669.286 16.567 0.019
 56671.264 16.722 0.022
 56674.321 16.970 0.021
 56677.323 17.094 0.030
 56682.356 17.028 0.024
 56700.238 16.895 0.030
 56725.237 18.397 0.034
filter Jrc2
 56666.315 16.377 0.075
 56669.308 16.466 0.015
 56669.313 16.471 0.011
 56671.282 16.605 0.038
 56674.353 17.037 0.017
 56677.340 17.568 0.040
 56682.372 17.841 0.047
 56700.268 18.125 0.043
 56725.281 19.777 0.158
