ASAS14hu 0.0216 100.8622 -69.6374
filter B
 56977.298 19.823 0.078
 56978.348 19.666 0.069
 56984.273 19.899 0.064
 56995.216 19.895 0.117
 57001.243 19.948 0.136
 57005.253 20.101 0.084
 57013.218 20.503 0.099
 57023.266 20.517 0.089
 57030.234 20.542 0.150
filter Y
 56929.363 16.261 0.008
 56931.336 16.281 0.009
 56936.317 16.651 0.011
 56942.342 17.137 0.013
 56966.235 16.304 0.009
 56974.320 16.429 0.008
 57029.224 19.138 0.062
 57031.176 19.173 0.043
 57060.124 19.964 0.080
filter H
 56929.374 16.419 0.016
 56931.347 16.438 0.017
 56936.327 16.659 0.017
 56942.356 16.870 0.019
 56966.252 16.682 0.024
 56974.333 16.990 0.015
filter J
 56929.380 16.190 0.007
 56931.352 16.185 0.009
 56936.333 16.447 0.008
 56942.371 17.043 0.009
 56966.261 17.466 0.018
 56974.349 17.614 0.011
