SN2013aa 0.0040 218.1412 -44.2244
filter B
 56344.391 12.231 0.018
 56345.379 12.270 0.015
 56346.392 12.319 0.016
 56351.396 12.795 0.014
 56352.382 12.877 0.013
 56353.396 12.987 0.009
 56354.374 13.084 0.010
 56355.353 13.207 0.009
 56357.362 13.484 0.011
 56358.340 13.592 0.011
 56359.385 13.741 0.008
 56360.362 13.855 0.012
 56364.400 14.413 0.010
 56365.402 14.550 0.012
 56366.323 14.654 0.018
 56367.366 14.776 0.013
 56368.339 14.866 0.009
 56369.343 14.976 0.010
 56371.381 15.170 0.010
 56372.370 15.251 0.008
 56373.411 15.329 0.008
 56374.425 15.396 0.016
 56376.412 15.503 0.008
 56377.344 15.538 0.012
 56378.431 15.576 0.023
 56379.297 15.651 0.012
 56380.313 15.682 0.013
 56381.303 15.714 0.012
 56382.377 15.754 0.009
 56384.417 15.823 0.010
 56386.398 15.900 0.007
 56393.410 16.039 0.008
 56397.381 16.126 0.008
 56400.268 16.188 0.010
 56403.223 16.231 0.010
 56406.232 16.311 0.010
 56409.291 16.359 0.011
 56417.199 16.541 0.008
 56422.352 16.663 0.009
 56426.153 16.718 0.011
 56434.224 16.901 0.016
 56436.308 16.922 0.027
 56444.141 17.159 0.011
 56446.172 17.185 0.011
 56448.220 17.233 0.009
filter Y
 56342.312 12.179 0.006
 56343.305 12.336 0.006
 56344.326 12.437 0.006
 56345.357 12.587 0.009
 56346.314 12.638 0.008
 56347.321 12.692 0.006
 56348.324 12.769 0.006
 56349.376 12.849 0.006
 56350.370 12.902 0.006
 56351.355 13.002 0.006
 56352.324 13.050 0.006
 56352.337 13.067 0.006
 56353.356 13.064 0.006
 56354.344 13.101 0.006
 56377.407 11.986 0.006
 56383.350 12.297 0.006
 56399.393 13.237 0.006
 56405.274 13.563 0.006
filter H
 56342.315 12.253 0.007
 56343.303 12.321 0.007
 56344.328 12.368 0.007
 56345.355 12.405 0.010
 56346.311 12.493 0.008
 56347.323 12.449 0.006
 56348.327 12.449 0.006
 56349.373 12.492 0.006
 56350.374 12.527 0.006
 56351.359 12.564 0.006
 56352.334 12.586 0.006
 56353.358 12.606 0.006
 56354.347 12.632 0.006
 56377.410 12.424 0.008
 56383.353 12.806 0.007
 56399.398 13.541 0.008
 56405.280 13.779 0.006
filter J
 56342.317 11.978 0.007
 56343.300 11.987 0.006
 56344.330 12.103 0.006
 56345.353 12.188 0.009
 56346.308 12.205 0.008
 56347.319 12.337 0.006
 56348.321 12.428 0.006
 56349.379 12.558 0.006
 56350.367 12.690 0.006
 56351.352 12.860 0.006
 56352.341 13.072 0.006
 56353.360 13.276 0.006
 56354.350 13.479 0.006
 56377.404 13.163 0.006
 56383.358 13.663 0.006
 56399.403 14.902 0.007
 56405.288 15.266 0.008
